사용자,평점,댓글 내용,감정
양기자 (YCU),2.5,"90년대 할리우드 액션 블록버스터+시즈노 코분 감독의 <명탐정 코난> 극장판 등에서 나오는 좋은 점과 아쉬운 점을 골고루 배합한 액션물. 빈 틈이 보임에도 술술 넘어가는 액션을 보는 맛은 있고, 어떻게든 사건을 한 편으로 맺고 끝내는 미덕은 있어서 무난하게 볼 수 있을듯.",중립
죠블리,2,해군은 자결하지 않는다.,부정
황콩이,2,"마지막 장면 찍고 싶어서
앞은 아무렇게나 막쓴 각본.
폭탄은 그저 이용 당했을뿐….
-
230910. 카타르항공. 뮌헨~도하.",부정
림군이,2,잠수함 소재 K-무비 이번에도 연전연패 중,부정
김현영,2,"폭탄이 터진다는데 긴장감 1dB도 안느껴짐.

차은우처럼 예쁜 남자가 울때 나도 따라 좀 슬퍼지려했으나
이 또한 영화가 감독님의 연출력?으로 날 평정심으로 끌어올림.

차은우와 함께라면, 차은우가 건네는 쿠크다스 먹으며
이종석처럼 차은우 가슴에 손올리고 무릎베개 해주며 저 심해로 잠수함 탈수있지 않을까… 하는 망상만 했습니다.",부정
이팔청춘,3.5,"소리를 따라오는 어뢰를 피하기위해 조용해야 한다면,
양심을 건드리는 과거를 피하기 위해선 무얼 해야할까?
선택 그리고 선택... 무엇 하나 쉬운게 없구나.
[20221117 예매권]",긍정
No name,0.5,"옛따 이놈들아 ㅋㅋㅋㅋ

======================================

폭탄의 허술함은 봐준다해도 그라데이션 분노만 하는 남배들의 허섭한 연기는 어찌할 수 없었다.
그나마 차은우가 안정적이었thㅓ🤦‍♂️🤦‍♀️

아!
이상희 배우의 차진 욕이 살렸다 진짜
“터뜨려 이 ✌️OOOO✌️ 야!”

아!!
그리고 강경헌 배우님 영화 자주 나왔으면",부정
Solar,2.5,배우들의 잘못이 아니다,중립
유지철,2,무웅치면 살고 흐으터지면 중는다.,부정
프로방스,1.5,"무언갈 전하기에는 한없이 빈약하고 허술하다. 그것이 주제든, 재미든.",부정
Eomky,1.5,쓰임새가 크지도 않은 소리란 소재는 대체 왜 갖다 붙인 걸까.,부정
최선호(鎔皓),2,"원래 맛깔나게 예고편 해서 극장서 안봉게
다행
집에옹께 컴퓨터 휴지통에 있는거 복원해서봄^^
막둥이한데 별점5점 만점에 몇점항께
4점주고싶땽^^
난 재미없게봄^^",부정
YongJo,2.5,"오디오에 집중하려는 것인지, 비디오에 집중하려는 것인지 도통 모르겠다. 연기는 모두 훌륭했다만 그래서 더더욱 씁쓸한 뒷맛",중립
제제*,1.5,굳이 이래야만 했던 건가 싶은 개인만의 강박과 욕심이 거의 모든 장면 속에 찌들어있다.,부정
이승민,2,잠수함 서사에 너무 힘을 주다가 대충 해버린것 같은 도심테러 서사.,부정
최진홍,2.5,액션도 코믹도 감동도 놓치고 싶지 않았던 감독님의 무리수가 만들어 낸 환장의 콜라보. #메가박스코엑스,중립
냥냥빔,1,산소의 중요성..,부정
jynnie,2,스포일러가 포함되어 내용을 생략했습니다.,부정
뭐재밌는거없나,1.5,"감독은 축구장에서 첨보는사람이 폭탄있다고 경기지연시켜 달라고하면
아 그런가보다 하고 으헤히힛하고 경기장 뛰어들수있나보지?? 시켜보고싶네

대체 정상훈이 폭탄터지기 직전까지 목숨바쳐 남의딸 끌어안고 버틸이유가 머가있냐고....

신파랑 슬로우모션이 그렇게 소중한가
아니 마지막에 딸 구했을 때는 감정선도 없이 구하자마자 씬끝내버리고 잠수함씬에서는 역겨울정도로 신파끌고

진짜로 천안함관련해서 뭐 말하고싶은게 있는건가....",부정
민드레,2.5,방향을 잘못 잡은 날카로운 복수의 소음.,중립
메이,3,"해군 나온 내 남자친구는 해군에 대한 고증이 잘 됐다고 만족하면서 봤다.
개인적으로는 그냥 저냥 봤는데 기억에 남는 건 적은 분량에도 분위기를 압도하던 이민기 배우. 화면에 등장하자마자 순간적으로 바로 몰입이 됐다.

- CGV VIP 시사회",긍정
최현수,,"영화리뷰유튜브로 보다가 알게 됐는데 천안함 음모론 관련되어있다는 글을 몇개 봤다. 해군 제대한 사람으로써, 북한사람이 아닌 남한사람으로써 상당히 불쾌하다. 후에 사실이라는걸 확인하면 영화 감독,배우 나오는 작품은 절대 보지 말아야겠다. 이종석은 괜찮은 배우라고 생각했는데 아깝네..",알 수 없음
기록,3,"같이 나오는 장면에서 캐릭터들의 온도차가 심한 편인 것 같다.

대사를 주고 받는데, 한명은 진지하고 한명은 코미디 찍는 느낌.

조력자의 당위성도 딱히..?

영화가 끝난 후, 굳이 이 배역이 필요했을까? 라는 생각이 들기도했다.

초중반 테러물 특유의 조여오는 느낌은 나름 괜찮았음.",긍정
함수정,4,"이렇게 이유가 명확하고 타당성이 있으면서도 충분히 고민할만한 영화는 또 오랜만인듯 하다.
.
단순히 전태성이라는 인물이 폭파범으로서만 끝나는것이 아니라 그가 그럴수밖에 없었던 서사가 너무나 이해되고 가슴이 아팠다.
.
그럼에도 불구하고 강도영의 선택이 옳았나? 하는것은 온전히 영화를 보는 관객들의 몫인듯..
.
트라우마라는게 이리 무서운거다를 새삼느끼면서..
.
사건의 은폐와 사고의 묵살 같은 아주 해서는 안될짓(?)을 하는 국가의 녹을 먹고 있는 사람들이 좀 보고 반성하는 시간을 가졌으면 좋겠다는 생각..
.
첫번째 폭탄부터 심장이 터질것 같더니 내내 쫄깃한 기분에 손에 땀을 쥐면서 보다가 마지막의 강도영의 명령에선 눈물이 나와서 혼났다. 휴지도 없었는데..
.
끝까지 눈을 뗄 수 없었던 영화.
#김래원 #이종석 #정창훈 이 세 사람이 진짜 끝내주는 영화를 만들어낸듯..
.
영화 초강추!!!!
.",긍정
이민찬,1.5,차라리 <명탐정 코난 : 11번째 스트라이커>를 보세요!,부정
FILMOVIE,1.5,"이게 뭔 데시벨,
이게 뭔데...시벨;

허술한 전개와 장엄한 연출이 따로 놀아 조잡한 결과물이 나왔고, 어김없이 찾아온 웅앵웅 쵸키포키의 순간들, 아예 안 들리는 수준이거나 못 알아들을 수준으로 들리는 대사들이 영화 곳곳에 존재했다.
영화제목이 데시벨인데 사운드 테러는 있으나마나한 소재였고, 대사는 제대로 들리지도 않았으니 참...대사 데시벨이라도 올리지.
한국영화의 고질병 음향문제는 언제쯤 개선될까.

영화 관람 전에는 축구장을 타깃으로 한 테러만 일어나는 줄 알고 ""명탐정 코난 에피소드 '고시엔의 기적! 보이지 않는 악마에게 질 수 없다'가 왠지 이 영화보다 재밌을 것 같다.""라고 적어놨었는데, 보다보니 '흔들리는 경시청 1200만 명의 인질'이라는 에피소드와 더 유사하다는 생각이 들었으나 퀄리티로 보면 고시엔~에피소드보다도 뛰어난 흔들리는~에피소드랑 비교하기엔 더욱 차이가 많이나겠다는 잡생각이나 하면서 봤다.",부정
그냥 영화가 좋은 사람,2,부산 풀코스를 즐길 수 있다는게 이 영화의 최대 장점.,부정
LUCY_luxuanxi,3,"이런 데.. 씨벨!! 😡🤬
김래원에 대한 의리로 꾹참고 끝까지 봤드아.. ㅂㄷ
넷플에 떠서 봐서 망정이지 극장에서 봤음..
으윽 상상도 하기 시러!!! 아~~~",긍정
맛스타,2,갈팡질팡 우왕좌왕 좋은 소재 생각할 꺼리를 엉망으로 한 영화 만듦새,부정
지구별여행가,2,"신선한데 신선하지않은 느낌...

소리에 집중하다보니까 다른것들은 다 놓쳐버리는 악수...",부정
김효석,2,"재미있을 법한 이야기는 담백하게 풀지를 못하고, 타이틀로 내세운 소재는 중반이후 쩌리가 되버리고, 일관성 있어야 할 분위기는 진지함과 시트콤 수준을 오가는 극단적인 스탠스를 취하니…

그러니 결과는 좋을리 있을까요.",부정
neworld,3,선택할 수 없는 두 갈림길에 선 사람들의 모습을 잘 보여준다.,긍정
건축가,2,이건뭔데시벨,부정
Park Changyee,2,"잠수함은 크림슨 타이드, 버디물은 다이하드, 폭탄은 허트로커, 잡았다 요놈.",부정
LeeCh,2.5,"지루하진 않게 볼 수 있다. 전반부에선 빠른 템포의 편집 덕분이고, 후반부부터는 오롯이 김래원이란 좋은 배우의 역량 덕이다.
하지만 영화를 구성하는 각 요소가 정말 심하게 제각기 돌출되어 있다. 영화에 삽입된 코미디는 근래 상업영화에서 본 그것 중 최악으로 꼽을 만 했고, '소리에 반응하는 폭탄'이란 설정도 의미 없이 스릴을 위한 스릴로 소비되고 만다.",중립
효팡,3.5,그래서 소리가 커지는게 무슨 연관이 있는데?,긍정
류시형,1,죽음이라는 극단적인 소재를 빌려 민주주의를 부정하려는 시도가 우습다,부정
다비,1.5,이런류의 영화가 많아서 그런가 매우 쏘쏘,부정
수란잔,2.5,한라함 승조원 숫자(44)에 주목하면 보이는 음모론,중립
최현진,1,연출은 허술하고 의도는 불순하고.,부정
키요땅,1,"시민 볼모로 잡고 협박하는 범인 개짜증났었는데, 이종석, 차은우 얼굴 보니 그들의 사연이 이해되는 내가 너무 싫다..ㅎㅎ",부정
정오,2,"모든게 어설펐다
내 몸이 터질뻔했다",부정
케빈,2,아무리 흥미로운 소재라도 당위성이 결여되어 있다면 물음표만 남을 뿐,부정
대중과는 다른  감각의 영알못,2.5,"제목을 데시벨로 했으면 소리에 대한 긴장감을 더 살렸어야 하는게 아닌가 하는 아쉬움은 남지만 오락영화로 보기엔 꽤 괜찮지 않았나 싶다.

꼭 명탐정코난 극장판 보는 것 같은 기분..",중립
캡틴테일러,1,요즘 한국영화 너무 한다…,부정
박재홍,1,용두사미식 스릴러에 신파에 엉성한 전개에...최악의 조합으로 다모아놨다,부정
포포로,3.5,재밌음 연출 잘 빠졌음. 관람객들 반응도 좋았음.,긍정
simple is best,1,"-희생자에 대한 진지한 고민과 애도를 위함이 아닌 단순히 눈물즙 짜기를 위한 수단으로만 삼은 것 같아서 기분 나빠짐

-주인공에게 이입이 전혀 안됨... 오히려 악당 아닌 악당 이종석을 응원하게 된다. 왜 주인공은 결정적인 순간에 허수아비가 되는가? 오히려 정상훈이 더 믿음직스러움;;

-결론조차 우당탕탕 얼렁뚱땅 완ㅋ 이렇게 퉁치면 그만인가? 기자회견에서 중요한 질문 던졌는데 그냥 진지한 표정만 보여주고 답은 우리에게 찾으라고 함.. 이게 말이 되나ㅋㅋㅋㅋㅋㅋㅋ

-오로지 이종석 차은우 형제 조합에만 눈을 반짝이게 됨 이 역시 등장인물로서가 아닌 배우 피지컬 효과다.

결론 :
이종석 차은우 형제에게 1.5점 줌..",부정
미카엘,3,"초반에 살짝 긴장할 뻔 했으나, 결국 장르가 김래원인 영화.",긍정
MOVIE매니A,1.5,폭탄처럼 아주 위험하고 정신이 없는 영화.,부정
film__archive__,2,"들어갈 때는 데시벨 나올 때는 (데)시벨
어느 하나 돋보이지 않고 그대로 침몰해버리는 각본, 연출, 연기",부정
정희원,1,왜 데시벨인지만 알려주면 1점 올리겠음.,부정
도윤,3,스포일러가 포함되어 내용을 생략했습니다.,긍정
doilyberry,2,하늘엔 비상선언 바다엔 데시벨,부정
글동이,2.5,폭탄(주)엔 칭따오,중립
영화보는사람,2,"잘생긴 배우들 외모가 견인하는 것도 한계가 있지요

조금 현타가 왔어요.
시간과 품을 들여 영화관에 왔는데
올해 넘 좋았던 영화가 하나도 없었다는게...
한달 반 정도 남긴 했으나...

잘생긴 배우들이 제복을 입었다? 크으으으
너무 좋지 너무 좋아. 개안ㅡ
응 스토리 말고 이종석이^^ 응 완성도 말고 차은우가^^
아니 뭐. 최악은 아닌데...
나쁘진 않아 보다는 아래...?",부정
이혜원,,김래원은 작품복이 없는건가 안목이 없는건가 히트작이 없는 건 아니지만 다작 중에 건질 것이 그닥. 풋풋했던 그 아이가 연기 잘하는 느끼한 아저씨가 되었어...,알 수 없음
영화라는 종합예술,2,어디로 가야할지 갈팡질팡 한다.,부정
무심,2,스포일러가 포함되어 내용을 생략했습니다.,부정
한길,1.5,"환전도 안하고 나간 해외처럼, 사람을 환장하게 한다.",부정
Sansiro,2,"윤리적 딜레마를 다룬 부분은 생각할거리도 있고 좋긴 했는데 작중의 현재 시점을 다룬 부분들은 좀 별로 왜 존재해야 하는지 설득력을 보여주지 못하는 주변인물들 하며 쓸데없는 웃음강박, 특정씬에선 대사전달이 잘 안된다던지(이건 내 귀가 문제인가? 요새 하도 자막키고 ott를 봐서ㅡㅡ;;)",부정
윌쓴,2,이런 영화에서 선택 할 수 있는 모든 최악의 길로 간다.,부정
영화구름,2,"잠수함, 침몰, 희생 강요, 무능한 정부에 최종적으론 유실 어뢰까지…

의도하든 의도하지 않았든 논란에 대한 책임은 결과로 책임지기를",부정
mmm,1.5,결말부터 역순으로 쓴듯 등장하는 모든 인간이 도구로써 끼워맞춰진 것 같다. 병은이형 저렇게 조굼 나올 사람이 아닌데.. 흫... 차은우.. 은우야.... 넌 우주선에 있어야하는 얼굴 아니니? 작품 더 하자.,부정
부자연,3,"김래원  이종석 정상훈 주연.
황인호 감독 작품.
230930 KBS2 추석특선",긍정
문혁준,2,스릴이 아닌 오두방정.,부정
coenjung,1.5,데시벨 ?사운드? 진짜 돌비 사운드로 욕 하고 싶네,부정
BeBe,3,"내가 제목 다시 지어준다!!
[리벤지 포 마이 브로]
ㅋㅋㅋ
#해군 #잠수함 #어뢰 #폭탄 #자결 #부장님",긍정
