사용자,평점,댓글 내용,감정
Erinn Ryu,3,"못섞은건 아닌데, 깊이가 부족한 편.
중간중간 물음표가 뜨는 장면이 있는 것이 사실.
소재야 워낙 사골이니 그러려니 하는데,
물음표 뜨는 구간에서 ‘아, 그냥 기본 설정인가…’
하고 넘겨야 하는 부분들이 존재.

‘아이’라는 K식 소재를 섞지말고,
차라리 은하 자전적인 이야기를 하는건 어땠을지.

그리고 주인공들은 대체 왜 엔딩만 되면 먼치킨이 되는지…
( 이럴거면 그냥 처음부터… 라는 생각 )

두 주연배우분들은 참 좋은데,
스토리가 끝으로 갈수록 점점 중구난방해지고,
엔딩은 음…;;;

그래도 섞여진 재료 영화들을 안 본 사람들은
더 재밌게 볼 수 있을지도(?)

덧) 송새벽 배우님 연기 미쳐버린 수준.
영화 내내 송새벽 배우님만 보임.
박소담 배우님 보이스톤 너무 깔끔해서 좋았다. ㅜㅡㅜ
연기 보는 맛이 있어서 별점이 올라가는 듯.

덧덧) 아 맞다, 남포동은 귀엽다♥",긍정
watchandnote,2,하라는 배달은 안하고 사연팔이만...,부정
청비,2,"<트랜스포터> 베이스에 <아저씨>, <맨 온 파이어>, <레옹> 넣고 사골잡탕 끓이다가 너무 우리는 것 같다는 생각에 애어른 성별만 뒤바꾼 끔찍한 혼종.",부정
이윤석,3.5,"생각보다 킬링타임용으로 나쁘지 않은데?
송새벽은 레옹의 게리 올드맨이 떠오름
아동용 정도로 생각했는데 의외로 하드함",긍정
Joo,1,영화 초반 차량 시동음+일렉트로 팝을 듣고 한국판 영화 '드라이브'를 기대한 내가 한심할 따름이다.,부정
최지웅,2.5,신박한 액션은 없고 신박하게 문닫는 방법은 있네,중립
지수_evol,2.5,저런 실력을 배송 기사로 쓸 바에야 차라리 '악녀 2'를 찍는 게 낫지 않았겠어? 박소담이 아깝잖아!,중립
미카엘,3,청사진에 비해 그림이 영…,긍정
조슈아,3.5,"새로울 것은 없어도 기본적인 몫은 채우고 가는게 어디야. '뺑반'과 '걸캅스'를 생각하면 특종, 아니 '특송'은 모범적인 액션물이다.",긍정
정희원,3,"나도 골목길 저렇게 달려보고 싶었는데. 이태리 같은 곳 말고! 한국 골목길 레이싱 씬은 최고였음.
다만 감독이 조금 더 생각해야 할 것은, 자신이 만드는 영화가 결국 사회의 문화를 재생산하는 역할을 하고 있다는 사실. 혐오적 시선을 넣는 것은 굉장히 조심스러워야 할 것. 당장 여기 댓글만 봐도 노키즈존 이야기가 나옴. 이렇데 의존적이고 떼쓰는 것이 원래 아기라고? 그러면 이런 영화에서 이런 역할로 내보냈으면 안됐지. 그러고 싶었다면, 적어도 그것이 아동혐오의 발판이 될 수 있다는 것 정도는 알고있어야 할 것.
마찬가지로 텐프로 엄마라거나, 불법적인 일을 저지르는 외노자라거나, 배신자가 전라도 출신이라거나, 운전 못하는 아줌마가 심지어 국정원 요원이라거나. 이런 모든 장면들은 분명 혐오를 재생산하는 장면이기에 최대한 지양하거나, 적어도 분명한 이유를 가지고 심사숙고한 끝에 넣어야만 할 것인데, 이 모든 장면이 동시에 나오는 영화임을 감안했을 때 딱히 그런 것을 인지하고 있지 못하는 것 같은 생각이 듬.
너무 아쉬움.
그런 장면이 하나하나 쌓이다보면, 영화 자체의 의미조차 희석되는 것임. 그 누구의 서사도 제대로 넣을 수가 없으니까. 혐오의 대상이면서 동시에 주인공 서사를 어떻게 가질 수 있겠나.
주인공은 여자이기 이전에 탈북자. 우리는 우리의 외부세계를 괴물로 표현하는 경향이 있다. Monster의 어원은 Monsterare로, 숨겨져있는 것이 갑자기 드러나다라는 뜻이다. 외부의 것을 우리는 악마, 괴물, 장첸, 살인마로 표현하게 된다. 악당이든, 주인공이든, 그것은 외부의 타자를 이해하려는 노력이기보다는 이해하지 않으려는 노력에 가깝다. 심지어 여자라는 점도 정에 약한 주인공이 일을 망치게 됨으로써, '여자는 감정적이라 큰 일에 실패해'라는 무언가 굉장히 구시대적 발상을 현실로 이뤄내주었다. 뭐랄까. 그런 감수성이 부족한 것은 분명하다.

연기 좋았고, 악역 마음에 들었고, 운전 씬 멋졌다. 한국 영화계에 좀 더 깊이있는 고민이 필요하다는 걸 알려준 영화라 생각한다.",긍정
Mean Han,2,정말... 극장이라는 공간이 아까웠던...,부정
뭐재밌는거없나,0.5,"영화나 잘 만들어놓고
그 역겨운 트림개그를 하던가

연기 잘하는 애들도 많던데
굳이 걔를 썻어야함??
왜? 기생충때문에?

어차피 베이비드라이버나 트랜스포터 가져온김에 익숙해도 검증된 담보에 나온 아역을 쓰던가

아역이 입 열때마다 안그래도 재미없는영화 더 재미없어짐
제발 동심 묘사한답시고 말도안되는 유치한 대사좀 넣지말자 유치한거랑 동심이랑은 다릅니다

마지막에 송새벽이 박소담한테 얘가 뭔데
그렇게 난리냐고 물어보는데 박소담도 대답못함 왜냐면 자기도 모르거든

그만큼 엉성한 스토리",부정
고망쥐,2.5,"아이한테 목숨 거는 스토리 진짜 너무 별로고
역시나 나의 불안한 예상은 적중했지만
갓새벽 배우 연기에 감탄하고 갑니다...👏🏻👏🏻👏🏻
카 액션만 보여줬으면 더 깔끔했을 듯.",중립
이팔청춘,3,"여자와 아이를 데리고 카 체이싱 영화를 찍는 용기보다
이런 각본으로 영화를 찍는 용기가 더 대단.
매력적인 캐릭터가 고양님 한분이라는게 슬플뿐...
[20220104 시사회]",긍정
황민철,2.5,"잘 뽑아낸 장르적 쾌감을 사연팔이로 시원하게 말아먹는다. 타이틀만큼이나 번듯하게 만들어낸 카체이싱의 속도감이나 소재를 적극 차용한 액션시퀀스, 박소담이라는 배우가 만들어낸 개성있는 캐릭터처럼 칭찬할 부분이 많음에도 영화는 굳이 안해도 될 말들을 하나 둘 첨언하며 삐걱대기 시작한다. 한참 잘 달리다가 감만 믿고 네비게이션 없이 나아간 길이 잘못된 방향이였다는 것을 알게되었을 때는 이미 한참은 늦은것처럼.",중립
skysurfing,3.5,"박소담 배우님, 멋져요.
역시 영화에서 반짝반짝 빛난다!
여러 영화가 떠오르지만 이런 류의 영화는 많으니까.
근데 그 영화들엔 박소담 배우가 없잖아요.
배우들의 좋은 연기와 케미, 예상 가능한 스토리지만 스릴 있고 재미있다. 잔인한 장면에서 화면을 돌리거나 소리만 나오는 것도 보는데 불편함을 덜어줘서 괜찮았다.
대로변, 골목길, 주차장, 장소를 가리지 않고 질주하면서 방향을 자유 자재로 휙휙 바꾸는  자동차 덕분에 상쾌했다. 그 속도로 자동차 사이에 쏘옥 주차가 가능하군요! 부러워요ㅎ

'내가 운전하고 내가 싸움도 하고'
앞으로도 다 해주세요.
멋지게 다 부숴주세요!!!

(마지막 특송 대상이 참 잘생겼네요.
감독님의 애정인가요.)",긍정
조정희 영화평론자,2.5,"특송

박소담의 기생충에서의 시니컬한 캐릭터는 한 번더 살리기에 충분한 설정이다.
게다가 늘 답답했던 한국의 카체이싱 장면에 자본과 수많은 컷의 편집을 불사하고도 추격씬에 생명력을 끌어넣은 박대민 감독의 새로운 역량을 확인하게 된 것도 좋은 발견이다.
하지만 베이비 드라이버 처럼 조금 다른 메시지의 진부하지 않은 내러티브가 들어갔다면 좀 더 만족감을 주지 않았을까…",중립
은진,0.5,납득할 수 없는 애새끼 투입.,부정
찐이다,2.5,"하나부터 열까지 다 과하지만
그래도 박소담은 또 다 잘하지",중립
이산,4,멋진 여자와 고양이 그리고 카체이싱의 조합은 옳지 않을 수가 없다,긍정
톄슈,3,"애는 좀 빼자
아저씨가 될 수 있을거라 생각하나.",긍정
기록지향적생각아카이브,2,애 데리고 애썼지만 애매하고 애처롭다,부정
Park Changyee,2,오만함과 뻔뻔함까지 갖춘 레옹,부정
이용희,0.5,"배달은 감성으로 하는 것. 

구태한 설정부터 구태한 캐릭터, 구태한 대사, 구태한 연출까지, 구태의 절정을 보여준다. 문제점을 꼽자면 끝도 없지만, 그 중에서도 가장 큰 문제는 은하와 서원이에게 감정이입하게 만들 빌드업 과정이 전무하다는 점이다. 이후에라도 케미가 생기길 바랐지만... 과한 욕심이었다. 시덥잖은 트림으로 뭔가를 만들어보려 하지만 효과는 없다. 아니, 역효과라 단언한다. 
2022년 1월 15일에 봄",부정
박찬욱,3,"여기저기서 이 요소 저 요소 끌어온 짜깁기이긴 하지만, 이 정도면 성의있는 양질의 것.",긍정
낡은호출기,3,재미를 인질로잡고 뻔한도로를 쿠팡보다 급발진,긍정
재민,1.5,차라리 <베이비 드라이버> 하나만 진득하게 잘 베끼던가.,부정
씨네마진혁,2,"성의없는 대본, 부족한 인물서사, 빈약한 카체이싱, 장황한 연출/  간단히 감독의 문제이기 보다는 연출진 모두의 불성실함",부정
마리누스,3,"자동차엔 악셀과 브레이크가 달려있다는 걸 대변이라도 하듯, 달릴만하면 꼬꾸라진다.

[22.01.04 용산아이파크몰 시사회]",긍정
영화같이멋진,3.5,나름 연기도 좋고 연출도 괜찮았다. 스토리는 장르로 분류될만큼 재미난 소재여서 무난하다.,긍정
종진,1.5,그냥 트랜스포터를 한번 더 보는게 낫겠다.,부정
권진혁,2,하나하나 어디서 전부 본 듯한 느낌.,부정
moongun,2,베이비 드라이버 + 모범택시 의 외전,부정
이남엽,2,차에서 내림으로써 속도를 잃은 순간부터 매력은 사라졌는데 그 자리를 어중이떠중이로 매꾸려고 한다.,부정
John Doe,2.5,#NAME?,중립
쿨걸,4,"사연많은 남주 + 어린여자아이가 악당을 피해 도망치는 영화 -> 식상하다

사연많은 여주 + 어린남자아이가 악당을 피해 도망치는 영화 -> 신박하다!

뻔한소재가 성별이 반전되니 이게 또 재미가 있네요

박소담의 원톱 카체이싱액션물이라니요 이건 봐야죠 ~.~
송새벽의 악역연기도 너무 매력있었습니다
- ""난 예수고 얜 모세야 갈라져라""",긍정
Cinefilo_wd7,2,"잘 안되는 영화들의 공통점은
친절해야할때 불친절하고
불친절해야할때 친절하다는 것.
.
이 영화의 매력을 모르겠다.
킬링타임용 그이상도 그이하도 아닌.",부정
현진,1.5,운전 잘한다ㅎㅎ,부정
Axllow,2.5,기생충이후 최우식과 박소담의 다음 연기가 기대됐는데 연기면으로만 보면 박소담의 연기가 좀더 성숙됨을 이 영화로 느꼈다. 자동차운전이나 초중반까지는 영화자체가 즐겁다. 중반이후부터 내용이 산으로 가기시작하지만 박소담의 연기와 조금 오바스럽지만 송새벽의 연기변신도 볼만하다. 킬링타임용으로 볼만하지만 엔딩부분이 너무 싸구려영화로 만들었다. 억지감동과 어설픈 해피엔딩으로 초중반 공들인게 모두 무너진 느낌.. 그래서 박소담과 아이는 과연 행복할수 있을까?? 아니 과연 같이 살기는 할까? 의아함이 남는다.,중립
Taeshin Kang,4,"한국형 카 체이싱!

생각보다 재미있게 보았는데, 박소담 배우의 늘지 않는 연기?

#2022.02.06.",긍정
CGV SVIP,0.5,드라이브+아저씨 우라까이. 누가봐도 누난데 자꾸 아줌마라고 고집해서 좀 촌스러움,부정
권샤방,3,그냥 저냥 볼만하다 액션이니 뭐니해서,긍정
습윤,3.5,호쾌하고 박진감 넘치는 운전씬과 액션이 돋보이는 영화. 박소담의 카리스마와 매력이 영화의 모든 구석구석을 꽉 채운다.,긍정
김예지,2.5,스포일러가 포함되어 내용을 생략했습니다.,중립
Fromme,3.5,헐리웃 영화에선 흔하게 보던 설정과 캐릭터가 한국형으로 무난히 변환된 느낌이다. 좁은 길에서 펼쳐지는 카체이싱 장면도 즐길만하지만 마지막에 좁은 공간에서 펼쳐지는 박소담 배우의 액션이 의외로 매우 인상적이다.,긍정
moviemon94,2.5,"지루하지 않다. 다만 정말 특색이 없다.
온갖 레퍼런스를 그냥 막 비빈 장르물에 불과하다.",중립
퓨퓨,3.5,"박소담이랑 결혼하려고요
내일 식장으로 와

+) 보는데 건파우더밀크셰이크와 케이트, 아저씨가 겹쳐 보였다
특송 보고 나와서 쭉 다시 보는 것도 재밌을듯
상처입은야수같은 깊은 눈을 가진 외로운 어른과 한없이 연약하지만 단단하기도 한 아기들의 조합은 언제나 응원하게 되더라
맘아프지만 귀여워서 아주 매력적이야",긍정
무비매니악,0.5,얄팍하다 ... 아저씨보다 잘만들어야지 이왕할꺼면...성별만바꾼다고 되나,부정
이매송이,1.5,원래 1점인데 다송이 귀여워서 0.5점 더 줌,부정
한민영,3.5,사실 박소담 보려고 봤는데 제법 능청스럽게 투잡뛰는 역할 잘한 송새벽 칭찬해.,긍정
JeongpilChae,0.5,"아저씨2 : 아줌마

하지만 원작의 발뒤꿈치도 못 따라간다.
아줌마랑 애기가 아무 케미도 없이
서로 짜증만 내다가
갑자기 후반되니까 억지로 애틋해져?ㅋㅋㅋ
중간에 진짜 너무 루즈해져가지고 보기 힘들었다.
같이 일하는 백선생 그렇게 된걸보고
급 복수심에 불타는 눈빛에
나나나~하는 브금이 말이나 되냐?ㅋㅋㅋㅋㅋ",부정
홍상수,2,특수,부정
나이트 시네마,2,"제가 웬만하면 존댓말로 리뷰 쓰는데, 여기서는 반말로 쓰겠습니다.

그래, 이럴 것 같았다. 이럴 줄 알았다.
그래도 우리 소담이의 첫 단독 주연작이라 극장에서 봤다...

[단점]
- 카 체이싱을 중점으로 홍보했는데 카 체이싱보다 맨몸 액션을 더 잘 찍었다.
- 우리가 [아저씨]에서 태식을 응원할 수 있었던 이유는,
소미를 저렇게 해서라도 구해야만 한다는 동기가 관객들에게 충분히 전달되었기 때문이다.
- 그런데 [특송]은 저 말도 안 듣는 짐 덩어리 애를 대체 왜 저렇게까지 구해야 하는 건지 전혀 그 동기를 알 수가 없다.
- 한현민 배우는......'앞으로' 잘 합시다....
- 말도 안 되는 억지 결말

[장점]
- 맨몸 액션은 잘 찍었다. 특히 마지막 액션은 건질만했음!
- 촬영 감독님이 고양이를 어떻게 찍어야 하는지 잘 아는 분인 듯.
- 송새벽 배우 특유의 억양이 저렇게 섬뜩하게 사용될 수 있구나. 연기 정말 잘했다.
송새벽 배우 밖에 기억에 남지 않는다.
- 온몸 던져서 고생한 소담이... 고생했다...",부정
