사용자,평점,댓글 내용,감정
밀즈,3,깔끔한 액션 스릴러,긍정
정종혁,3,과감한 액션이 돋보이지만 컨셉추얼한 설정을 설득시키기에는 역부족,긍정
이탱,3.5,"살짝 촌스러운 웹툰을 영화화 시킨듯 하다
몰입감이 중간중간 깨지지만 재밌게봤다
킬링타임용?",긍정
JSH,2.5,"시작은 신선 했는데 참 뭔가 어디서 많이 본것같은
흥미로운 소스들은 다 짬뽕 시켜 논것 같고
결말은 시작은 벌려 놨는데 감당 안된 느낌이 강하고 이걸 웃기려고 넣은 캐릭터인지 뭔지 모르겠는
카메오들 때문에 무슨 장르를 하고 싶은건지도 모르겠고.. 중반 부 부터 너무 뻔하고 노잼이라 집에 가고 싶었다",중립
장경민,3,"신선한 아이디어
그렇지 못한 연출과 편집
후반부에 유체이탈 해버린 감독…

함께 본 첫번째 영화",긍정
최창규,3.5,초반에 흥미롭게 끌고가다가 마지막엔 너무 막 죽이는듯.. 그래도 👍,긍정
김병하,3,그냥 뭐.. 킬링타임용 치고는 소재가 신선했고 액션도 나쁘지 않음,긍정
바람계곡,3,"소재는 흥미로우나
미스테리하지도 않고 스릴 넘치지도 않는다.
배우는 열심히 뛰는데 긴박하지 않으며
액션은 투박한데 호쾌하지 않다.

총체적 난국이로구나..",긍정
남자간호사,3.5,"나라는 존재를 찾아가는 첫 이야기가 조금 늘어지는 것 같지만...
중, 후반으로 가면서 대략적인 윤곽이 나오고부터는 휘몰아치는 액션씬.
아저씨를 능가하는 총기격투씬들 사이에...
갑분싸. 이야기 끝.
2시간 조금 안되는 시간에 타이트하게 스토리를 잡아가는 모양세는 좋았으나...
후반에 너무 휘몰아치다가 급격하게 내리치는 스토리의 전개가 조금 아쉽다.
시간 가는 줄 모르고 보긴 했으나, 엔딩크레딧이 나오는 순간 "" 응? 이게 끝?"" 이라는 말이 나오는 나를 발견하게 된다.",긍정
무조건5점만주는개,5,스포일러가 포함되어 내용을 생략했습니다.,긍정
송시원,2,신선하지만 스스로 한계치를 정해버린 소재와 그나마 괜찮은 액션,부정
이미형,3.5,별 기대도 안하고 봤는데 왠걸.. 킬링타임용으로 딱,긍정
죠온윅,3.5,스포일러가 포함되어 내용을 생략했습니다.,긍정
지누씨네,3,설정에 설득을 좀 더 가했어야,긍정
강민석,3,"가만보면 노숙자가 제일 똑똑해...
21.12.11.",긍정
서보희,3,우연에 기대는 이야기의 한계 속 배우들의 발버둥.,긍정
김다은,2,흥미진진한디 개연성이 없음,부정
현경,2.5,흥미진진하다 다 뿌시기,중립
정우진,3,"소재는 참신했다고 생각함. 액션도 타격감이 엄청났다.
근데 이야기 연결도 부족하고 흠이 많아 보였음.",긍정
뉴스,3.5,"윤계상은 진짜 너무 멋있고, 박용우는 이런 역할이 잘어울린다. 이런 연기를 잘하는 건지…조연분들도 다 낯익은 분들이라 재밌었다",긍정
마틴,2.5,복잡하게 꼬아놓은 매듭을 풀기보다 잘라버리는 안일함...,중립
#RE2PECT,2.5,흥미로운 소재를 살리지 못한 아쉬운 연출력,중립
콩순,2.5,소재는 흥미로웠으나 너무 뻔하게 흘러가고… 영화가 그냥 진부하다… ㅜ 그래서 뒤로 갈수록 지루했음,중립
LeeSunKi,2.5,"'유체이탈로 영화만들어 볼까?'

'오? 좋은데?'

'근데 마무리는 어떻게 하지?...'",중립
개똥,2.5,회사원 판타지판,중립
규민,1.5,"어쩔유체이탈자
(ABO 엔터 제작... 진짜 믿거... 이걸 모르고 엄마땜에 봤는데ㅠ_ㅠ)",부정
김해임,2,"영화 아저씨가 지금도 명작이라고 칭찬받는 이유는 진부한 플롯을 가졌음에도 그 안에 있는 모든 것들이 진부하지 않았기 때문이다.
바꿔 말해 아저씨와 반대인 이 영화가 뭔 평가를 받을지는 말을 안하겠다.",부정
이정재,1.5,"""말도 안된다고? 신종 마약이라고 퉁치자""",부정
김서현,2,스포일러가 포함되어 내용을 생략했습니다.,부정
이오,,스포일러가 포함되어 내용을 생략했습니다.,알 수 없음
참치네🐳,3.5,말이 안되긴 하지만 영리하고 몰입감이 폭주한다. 강렬한 액션! 고고💪,긍정
정곤,2.5,괜찮은 아이디어와 안일한 감독과 각본가,중립
손오공2,2,몇 년 전에 시사회로 봤던 건데 이제야 개봉을 하는구나 그저 그랬던...,부정
준봄,1,졸지 않고 본 내가 대견하다,부정
가브리엘,2,"이제 한국영화 ㅇㅇ자라고 제목 안짓기로 한 거 아니었나요… 침입자 수색자 목격자 유체이탈자…
*
이해되지 않는 부분이 한 두 개는 아님(직장 상사도 죽이고 보스도 죽이는 약쟁이 싸패는 왜 여자주인공만 지지리도 못 죽이나?). 하지만 설정이 신선하긴 하다.",부정
panicmaker,1.5,아저씨와 용의자 그 중간 어딘가에서 어정쩡한,부정
후기기지,3.5,사건의 전말에 대한 궁금증을 중반부까지 잘 끌고 옴. 후반부 존윅의 강림. 유체이탈 논리는 약함.,긍정
ㅂ📽️,2.5,"시작은 신선하게, 결국 끝은 산만하고 난잡하게.
+)
액션 연출만큼은 꽤나 굿!",중립
이민규,3,"소재와 액션은 좋았으나 거기서 끝남.
스토리는 굉장히 빈약하며, 아니 빈약하다기보다는 소재에 비해 굉장히 단조로우며, 배우들의 연기는 아쉽다 못해 다시 찍어야 할판.
연기를 못하는 배우들이 아닌데, 이 정도면 연출에 문제가 있다고 봐야.
너무 어색한 대사처리에 듣고 있는것이 곤욕일정도의 장면까지 존재.
액션에 굉장한 힘을 주었으며, 여기에 스토리와 연기까지 좋으면 본시리즈가 되겠지 뭐.",긍정
유예슬,3.5,스포일러가 포함되어 내용을 생략했습니다.,긍정
bright817,3,기대를 안 하고 봐서 그런가 액션은 괜찮았는데 유체이탈 이유가 너무... 판타지 아닌가요 ㅠ ㅠ,긍정
너지,2.5,스포일러가 포함되어 내용을 생략했습니다.,중립
쿠탄무비,2,"왜?, 어떻게? 라는 질문들이 꾸준히 생긴다.
킬링타임으로는 볼만한데 딱 한 번 인 것 같다.",부정
이준형,1.5,유체이탈보다가 유체이탈,부정
박상진,3,그냥 뭐 그냥 뭐,긍정
제로콜라,3.5,"일단 배우들의 연기력으로 모든게 커버 되는 영화
초반의 신선함을 끝까지 살리지 못해 조금 아쉽긴 하다
간절하면 이루어진다",긍정
샤빈,3,"흥미를 끄는 소재로 시작했지만 중반 이후 힘이 빠지는 느낌
후반 어디서 본듯한 액션이지만 좋았고 카메라 워크가 좋은 영화",긍정
김자준,3.5,킬링타임에 제격인영화,긍정
kmjw00,3,참신한 소재지만 진부한 마무리,긍정
찹쌀,3,이센스 존나 거지같네,긍정
이병희,2.5,"몬가...몬가...일어났음...
국정원? 마약? 빙의?
몰?루",중립
MAN OF STEEL,1,참신한 소재 딱 거기까지~,부정
김현수,2.5,윤계상이라 봤는데 실망스러운 연출과 새로울것없던 연기,중립
박철영,3.5,"한국형 sf 재밌다, 잘 만들었다.
깔끔하고, 담백하다

중간에 통으로 회상장면이 매우 어색한 느낌을 받았고 흐름을 끊어버리게 된 부분이 매우 아쉬웠다.

해외sf 영화를 깔끔하게 다듬어서 필요한 것만 보며준 느낌이다, 신선함은 없지만 쓸데없이 복잡하고 허접한 서사가없고 편히 즐기기 좋은 영화였다.",긍정
..,1,"풀어 나가는 방식이 어수선하다
CJ배급은 아니지만, CJ 감성은 덤이다",부정
3s4h,0.5,스포일러가 포함되어 내용을 생략했습니다.,부정
FILMOVIE,1.5,"나도 핫도그 좋아하는데.
박지환 하드캐리 ㅋㅋ.
지루하지 않은 소재의 계상인사이드, 결말을 향해 갈수록 당위를 잃어가는 내러티브.",부정
어지리,2,"에효 각본 무슨일
계상오빠는 연기연습좀하자 입만열면 깨네",부정
예림이,3,생각보다 액션이 훌륭함. 범죄도시와 선악역이 바뀐 캐스팅도 흥미로움. 보스로 마블리가 나왔다면 어땠을까..,긍정
MS,3,기대이상의 액션씬을 가지고 있는 킬링타임용 무비,긍정
14살 전윤빈이 되고 싶은 7살,3,연기 잘하네,긍정
토라,3.5,꽤 재밌다. 처음부터 끝까지 몰입해서 봄.,긍정
🌞정,3,"초반에는 뭐지 뭐지? 신선하다가
후반부는 뻔하다",긍정
배규현,2.5,"1. 시작은 창대하나 그 끝은 미약하리라.
2. 대사의 어색함(대본이 문제인가 배우가 문제인가)
3. 액션은 다크나이트급
4. 마지막 액션씬에서 어설픈 존윅 느낌
5. 저렇게 총 쏘면 손목 어깨 다 나갈텐데...
6. 임지연 이쁘다.",중립
박씨형님꼬봉,3,"난해하지만, 나름 색다른 시도",긍정
얼개,3,기가 막히게 편한 설정이 마무리를 평범하게 만들었다. 오랜만에 본 박용우는 그저 감탄만.,긍정
민경,2.5,"영화관에서 안봤으면 정말 지루하게 봤을 전개..
설정도 정말 어이가 없지만 대사도 다 너무 오글거린다ㅠ",중립
코모레비,2.5,격하게 치고 박더니 유체이탈화법을 시전,중립
SooooodaL,3,"넷플릭스 오리지널이었다면 여러 시즌 계속할 수 있었을텐데...남주+행려 투탑으로 재밌을 수 있었을거 같은 느낌?

액션은 이쁜데 음악은 못생겼어🥵",긍정
Jin,2.5,액션빼곤 졸작,중립
영화로봇,1.5,"누가 진짜인지 나도 잘 모르겠다.
개연성이 있다고 착각이 심한다.
아니면 하이컨셉을 모르지 않나?",부정
혼영둘영환영,1.5,스포일러가 포함되어 내용을 생략했습니다.,부정
지민,2.5,"스토리가 참 ,, 그래도 영화관에서 볼때 소리때문에 몰입감은 있었다
폰으로 보면 다 스킵할 스토리ㅎ",중립
이준형,2.5,소재와 주연배우의 연기력에서 오는 몰입도는 좋았다 몰살엔딩도 뭐 그럭저럭... 뇌 안쓰고 보기 좋은 액션 근데 이제 미스터리 향을 첨가한.,중립
이상용,3,이 영화의 가장 큰 모티브가 되는 설정이 잘 이해가 안 되는 점만 빼면 스릴러로서 킬링타임의 목적은 달성한다.,긍정
울감,2,"반전드라마에서 아저씨, 아저씨에서 반전드라마",부정
Kyeonghyeon  Kim,2,"좋은 소재와 긴박감 있는 연출은 좋았으나
개연성 따위는 버린다고 외치는 듯한
스토리텔링에 보고나서 남는건 허무할뿐
막판에 뜬금포로 존웍같은 액션 보여준다고
좋아하겠나....",부정
홍석민,3,"“스토리는 마음에 들지?
장르는 알아서 해”",긍정
KIM YUN,5,스토리도 탄탄하고 내용이 그렇게 어렵지 않고 액션도 좋고 무엇보다 배우들의 연기가 너무 좋아서 영화보는 중에 화장실에 가고 싶어도 갈수가 없었다!,긍정
성재,1,관객에게 유체이탈을 체험시키는 기묘하기 짝이 없는 작품.,부정
조잼,3,간만에 쫄깃한 영화봤다~!중반부까진 몰입하다가 마지막이 약간 아쉽,긍정
Smilla's_Now,2.5,헛웃음유발자,중립
🐰🐰,3.5,"너무 잔인했다... 이런 영화 보면 정말 이러한 일들이 일어나고 있는 걸까? 하는 의문도 든다. 물론 영화는 영화겠지만... 폭력적이어서 눈 감은 장면도 몇 있었다.
소재는 흥미로웠고 좋았다. 내가 과연 눈을 떴을 때 다른 사람이 된다면 얼마나 당황스러울까? 근데 알고보니 다 얽혀있는 이야기라는 것도 흥미로웠고 신선했다. 물론 어떻게
그렇게 된건진 모르겠지만... 소재도 점점 진부해졌고 역시 사랑하는 사람까지 얽히는 것 또한 클리셰적이었다. 그래도 몰입감은 좋았고 뻔했지만 왜인지 슬프기도 했다 ㅠ

노숙자 아저씨가 신스틸러였던 거 같다! 핫도그! 자꾸 눈길이 가더라 ㅋㅋ",긍정
이선아,2,윤계상같은 남편이 있었음 좋겠다-가 전부,부정
마뮤렌2,3,기억을 잃은 요원은 제이슨 본 같은 뻔한 액션물 일 수 있지만 관련자들의 몸으로 영혼이 옮겨 간다는 설정은 흥미로웠다,긍정
웃음이하루,2.5,21. 11. 18.,중립
YK,2,얘가 누구고 여기가 어딘지 알지도 못하겠고 알고싶지도 않다,부정
유라라,2.5,21.11.27 @용산CGV 무대인사,중립
SS,1,첫 장면부터 뭔가 좀 튀더니 “카드도 되요?” 이후엔 더 이상 집중하기 어려움. 어색한 연출과 액션 마저도 합을 맞춘 티가.. 윤계상의 연기도 어리버리 표정이 과하다.,부정
말주변,2.5,박용우 연기는 진짜 베스트다,중립
이그뤁,3.5,"놀라운 특수효과와 흥미로운 쇼트들, 그리고 화려한 액션으로 관객을 단숨에 이끄는, 단도직입 액션 영화.
개연성은 아쉽지만, 적어도 오랜만에 한국에서 꽤나 흥미로운 연출의 액션영화 수작이 만들어졌다.
왜 그리 개봉을 미뤘었는지에 대한 의문을 풀었다.
ㅡ
윤계상은 초반에 헤매는 듯 했지만 이내 구심점을 잡아내고, 임지연은 도전으로 새롭고 발전된 배우의 모습을 보인다.
ㅡ
""왜 이 놈 저 놈 다 너를 살리려고 하는지 이해가 안 간단 말이지.""
이건 관객들의 반응을 의식한 대사인가.",긍정
김달훈,3.5,장첸형.. 이번엔 도끼가 아니라 총이야..?,긍정
smoothie,2,호기심.. 그 뿐. 제목만큼이나(어쩌면 더) 진부한 영화.,부정
정재린,2,계속되는 이탈은 눈 감기는 결론만,부정
카프리콘,2,"신선한 시도와 준수한 액션이 치명적인 오류로 힘을 잃는다.
마약 설정을 하려면 타인 눈에 다른 사람으로 보이는 문제를 해결했어야.",부정
임채우,2.5,액션만은 10점 드립니다,중립
유수,2,예상을 한발도 이탈하지 못했다,부정
홍사부,1.5,액션감독 빼고 고해성사.,부정
리잼,1.5,영화 제목과 내 기분을 동일시하다.,부정
충정지애,3.5,.,긍정
시현,4,저예요 핫도그,긍정
진진,3,(영화관) 몰입도는 죽이네,긍정
김성진,2,어차피 설명 못할거면 안한다라는 마인드가 마음에 들었다. 설정의 기발함보다는 그 요소를 언제 어떻게 활용할까에 대한 고민을 많이 했고 실제로 즐거웠기에 좋았다. 액션이 훌륭하다.,부정
윤현식,2.5,롯데시네마 인덕원,중립
이광희,3,초반에 보다 잔 사람 푸쳐핸접,긍정
유현석,2,조잡하다,부정
허유나,2,스포일러가 포함되어 내용을 생략했습니다.,부정
film__archive__,3,깔끔한 액션과 소재까지만 좋았던 각본,긍정
창개구리,2.5,소재를 따라가지 못한 디테일들,중립
최원석,2.5,"마지막 액션씬 만큼은 조선의 존윅을 꿈꿨으나…
박용우는 자주 좀 봤으면…",중립
mcinre,2.5,"생각보다 괜찮았던 윤계상의 액션, 그 외에는...",중립
Winter,2.5,"독특한 소재지만 중반부터 힘을 잃음

무엇보다 윤계상의 존댓말이 어색한데...
(반말하며 욕하는 게 잘 어울리는...)",중립
JeonghwanPark,3,참신한소재 개연성이 아쉬운..,긍정
Lotty Kim,2,고오급 송로버섯을 라면끓이는데 썼구만...,부정
Youu,3,시작은 창대하나 끝은....,긍정
고준성,3.5,추리과정의 부재를 액션으로 메꾸기,긍정
Haz,2.5,좋은 소재 아쉬운 연출,중립
소센세,3,깔끔한 액션씬이 좋음 총 자동차 맨몸 골고루 나온다 완벽하게 잘 짜여진 영화는 아니지만 이정도면 볼만하다 생각함,긍정
Hyo Chan Oh,2.5,"윤계슈탈트 붕괴현상
끝나고 핫도그 먹고싶어짐
소재가 신선하고 연기가 좋으면 뭐하나 결국은 감독의 역량인 것을",중립
Kevin,3,"소재와연출은 뛰어났으나

중간부터 너무 뻔한 스토리 흘러가서 아쉽

결말도 아쉽",긍정
로켓 라쿤,2.5,스포일러가 포함되어 내용을 생략했습니다.,중립
HK.KIM,2.5,유체이탈자의 주인공은 윤계상이 아닌 바로 당신zzz,중립
luckyhyh,2.5,"참신한 소재로 미스테리적 긴장감을 높혀주고, 윤계상이 보여주는 예상외의 타격감 높은 고퀄리티 액션신들이 관객들의 눈길을 잡지만,

높혀진 긴장감을 스스로 허물어 뜨리는 안일하고 단순한 구성과

몰입감을 유지하게 만들지 못하는 캐릭터들로 인한 아쉬움도 적지 않았던 영화다.",중립
로렝이,3,윤계상과 관객들이 다함께 어리둥절,긍정
성랄,3,"초반에는 흥미가 있었으나
후반부로 갈수록 상당히 지치게 하는 연출

도대체 왜 유체이탈을 한것인가

소재 자체는 흥미롭게 느껴졌으나
연출이 너무하다 싶을정도로 별로..

연기도 뭔가 과하다는 느낌은 나만 들었나

그냥 어이없었던 장면이 너무나도 많아서
따로 쓰지 않겠다",긍정
HYOMJAA,2.5,텐션을 따라가지 못하는 이야기.,중립
단비남친,0.5,총알이 무제한,부정
몰입과 전율,1.5,내가 1.5점을 줄 걸 어떻게 왓챠는 알았지? 진짜 심사숙고해서 매긴건데… 개발진은 이미 내 안을 왔다간건가..,부정
보람,3.5,스포일러가 포함되어 내용을 생략했습니다.,긍정
양지선,3.5,그사람들 아니고 그사람이에요,긍정
ARAKO,1.5,-,부정
족팡매야,1,하나만 합시다,부정
SceneJY,2,"전형적인 보급형 한국 액션 영화
복잡할 것이라는 예상을 깬 간결한 설정은 좋았지만, 복잡한 카메라 워크는 몰입을 방해한다.",부정
짱유나,1.5,제목이 다인.,부정
숙경,2,내가알던이야기로 흘러가는 그저 뻔한..,부정
이천재,3.5,"신선한 발상, 눈을 뗄 수 없는 액션.",긍정
이진희,3,"액션 하나는 인정.
범죄도시에서의 윤계상(장첸) 역할이 너무 강해서인지 이번작에서 윤계상의 연기는 뭔가 어색했다.",긍정
Kyungjae Choi,2,"소재가 신선하다고?
연기가 좋다고?
어떻게 이렇게 지루하고, 재미없게 만들지
대단한 능력이다.",부정
한동호,2.5,적당히 좀 꼬아주시지 ㅋ 그래도 액션은,중립
Dongyun Kim,2.5,스포일러가 포함되어 내용을 생략했습니다.,중립
Erinn Ryu,3,"재미없진 않았다.
소재도 좋았다고 생각하고,
몰입도도 좋았다고 생각하고,
배우분들 연기도 좋았고,
액션영화답게(?) 후반부 액션은 볼만했다.
그치만 뒤로 갈 수록 시나리오는 뻔했고,
캐릭터들은 루즈해지면서 길을 잃었다.
가볍게 보기 나쁘지 않은 정도.",긍정
예매완료,3.5,"생각보다 오밀조밀한 스토리,
그 안에 던져진 떡밥들을 끼워맞추는 재미가 있다.
수준급의 오락물.",긍정
뮤이,3.5,액션은 많고 볼만 했지만 스토리 면에서는 아쉽다,긍정
갓타,1.5,아이디어는 좋았지만 설정부터 산으로 보내버렸다.,부정
겨ㅕㅕㅕㄹ,2.5,"📆 2021.11.26
🎟 메가박스 김포한강신도시 4관",중립
glumgray,3,액션의 만듦새가 나쁘진 않지만 유체이탈한다는 소재 빼면 늘 보던거 혹은 이미 봤던거,긍정
영준,3,좋은 설정과 액션신과 배우들이....각본 하나에 묻히네....,긍정
영화는 오로지 영화로만,2,내용이 좀 번잡하네요....,부정
선숙,3,순간 순간 윤계상 연기가 조금 어색하다는 느낌이 있었지만 12시간씩 바뀐다는 건 신선했던 거 같음.,긍정
1mprexxionist,1.5,이렇게 관객에게 불친절한 작품은 처음이다.,부정
하루,3,박용우 개멋있다,긍정
박현빈,2.5,가진 스토리라인에 비해 소재가 아까움.,중립
D.May,2.5,"이 특이한 소재로 식상한 이야기를 한다는게 너무나도 아쉽다. 유체이탈이라는 소재는 흥미유발용, 액션씬과 박용우의 연기가 이 영화의 묘미",중립
Park Dae-won,2.5,"카체이스,격투,총격 액션은 평범 이상인데
결말을 포함한 후반주 전개 과정이 너무 평이해서 좋은 소재가 꽤 묻히는 모습이다.
분병 범작이상은 됐을만한 작품이 되지 못한 시나리오 아쉬움을 지울 수 없다.",중립
최재혁,3,2021.11.26,긍정
댱오니,3.5,"전체적으로 촌스럽고 주연 배우의 연기력이 아쉽지만, 유체이탈을 풀어나가는 짜임새 만큼은 인상깊다",긍정
정소라,3.5,소재랑 액션이 내 취향저격 미쳤다,긍정
Jason Bourne,3.5,뷰티 인사이드 액션 버전 느낌이지만 얼굴이 바뀌는 게 아니라 다른 사람 몸에 들어간다는 설정은 다르지만 독특한 소재의 영화였다. 그리고 전개가 스피디하게 흘러가서 시간은 빨리 갔다. 윤계상의 액션과 박용우의 악역 연기가 좋았고 두 배우의 조합이 시너지 효과를 톡톡히 냈다. 그리고 이런 영화는 여주를 민폐로 만드는 경우가 있는데 임지연 캐릭터는 답답하지도 않아서 좋았고 제 역할을 잘 해준 거 같다. 근데 유체이탈을 하는 이유와 반전이 되는 스토리는 너무 개연성이 없었던 거 같다. 최근에 영화 볼 게 없어서 오래간만에 보고 싶은 싶은 영화 개봉해서 극장 갔는데 재밌게 봤고 아이맥스관에서 보니 더 좋았다. 킬링타임용으로는 제격인 영화..,긍정
박세라,2,"소재도 연기도 스토리도 모두 진부함
윤계상이 저런 진지한 역말고 유쾌한 역할이나
코믹영화를 하면 어땠을까...",부정
기록,3.5,"전반적으로 낮은 평점이라 기대 안하고 봤는데, 생각보다 볼만했당.
킬링타임으로 충분했당!",긍정
iamissue,3.5,생각을 이탈시키고 그냥 영화가 가는대로 따라가면 시간순삭,긍정
조준,2.5,노숙자가 안 나왔음 큰일났다.,중립
피터의 극장,2,오티 때문에 참는다..,부정
Jei_P,3.5,"시작과 과정은 흥미로웠다. 연기도 나쁘지 않았고, 액션도 좋았다. 하지만 영화가 끝나고 느껴지는 마음은 '아 조금 더 잘 만든 영화가 될 수 있었는데 아쉽다'였다.",긍정
똥깡,2.5,스릴러는 별로지만 유머감각은 있는 스릴러 감독,중립
펩시코크,2.5,흔해빠진 소재지만 느와르적인 연출과 액션이 그나마 식상함을 한스푼 덜어냈음,중립
Nn,1,"유체이탈이라는 좋은 소재로 죽쒀서 멍멍이 준 느낌
뉴스로 접할만한 주점, 마약, 비리경찰, 안보관련자, 다죽은 사람 살려내기 등등
증말로 영화에만 존재하는거 맞죠?",부정
jynnie,3,"마치 나비효과와 제이슨 본의 세계관에 뷰티인사이드 존윅버전같은 느낌이었다.
감각적인 연출덕에 단점들이 잘 가려진 작품이라도 생각든다.

미스테리 추리 장르를 잘 이해하고 연출한 것 같고, 그 덕에 영화 중후반까지 어떻게 될지 흥미롭게 보게 되었다.
자연스러운 CG도 한 몫했다.

윤계상의 연기가 조금 아쉬운부분이 있고,
마지막의 액션씬은 존윅,레이드와의 비교를 피할수 없기에 좀 더 심혈을 기울이거나, 아예 끝까지 추리물로 갔었어야 하나 싶다.",긍정
성동재,2.5,"영혼을 담기에는 너무 낡은 그릇이 아니었을까.
(11.25.2021)",중립
OFFBEAT,2.5,"액션과 박용우와 윤계상의 연기가 돋보이는 작품
참신한 소재가 단순하게 연출되어 아쉽다",중립
김원호,2.5,저에여 핫도그,중립
짐니,3,배우들의 연기가 좀 아쉽다...,긍정
박현욱,3.5,2021년 11월 25일 목요일,긍정
해석왕 고태일,3,밀가루와 소세지가 잘 이어져 붙어있으나 끝에서 유체이탈하더라,긍정
홍준희,2,"윤계상은 장첸으로 모든 에너지 소진한듯…
그냥 아이돌이 갑자기 연기한 수준이었다.
잡탕같은 느낌
액션만 그럭저럭",부정
김휘래,2.5,"#. 유체이탈설정은 신선한데 그 현상의 원인이 허무맹랑해서 몰입이 저해되기쉽고 각종 설정등이 뻔한 양산형이며 유체이탈설정도 신선하게활용못하고 어딘가익숙한방식으로 활용한다.

예고편이나 시놉시스만보면 신선한 스토리라 생각되기쉽지만
사실 양산형 스토리에 유체이탈이라는 신선한 설정 하나가 끼어들어갔을뿐.

#. 그럼에도 불구하고 화려한 액션이 눈을 즐겁게하고 유체이탈이라는 설정을 뻔히 활용할지언정 오락적으로 나쁘지않게 활용한다.

그리고 박지환배우를 중심으로 전개되는 코미디요소가 뻔하디뻔한데도 배우의 힘으로 효과적으로 작용됐다고 느껴졌다.

#. 종합적으로 볼때 퀄리티는 떨어지지만 오락성은 괜찮아서
아무생각과기대없이 킬링타임용으로 본다면 나쁘진 않은 영화인듯하다.",중립
Acela,3,결말이 급마무리 되는 느낌이라 아쉬웠지만 액션신은 재밌게봤음.,긍정
모아이,2.5,스토리 자체와 빌런은 너무 진부한면이 있었으나 배우연기와 소재는 나쁘지않았다,중립
심우진,2.5,차별점이 없다. 여러가지 영화의 기시감만 든다.,중립
위성주,2,새벽에 맥주 먹고 보면서 자기 좋은 영화,부정
댠이,3,그냥 그냥?!,긍정
임현빈,2.5,의외로 성실한 액션에 감탄하게 되지만 결국 딱 그 정도...,중립
rochev,2.5,"신선한 소재
갈수록 힘빠지는 설득력",중립
JeongpilChae,3.5,"굿 재밌었다.
소재는 뭐 너무나 억지스럽고
스케일은
나름 끝까지 긴장감이 잘 유지됐다.
12시가 될때마다
어떤 상황이 되는지
전~혀 모르다가
나중에는 상황을 만들 수 있게 되니까
재미가 있었다.

다시 봐도 나쁘지 않을 것 같은 영화.",긍정
kdj,3,"다크판타지, 스릴러 판타지 정도의 장르라고 생각하고 봤는데, 보면볼수록 의아하다 결말에 느와르 였음을 깨달았다.
홍보 방식이 잘못된거같다 타게팅이 잘못된거 같다. 엄마 말고 아빠랑 봤어야할 영화...
그래도 좋은 연기들과 흥미로운 풀이 방식으로 끝까지 몰입해서 봤다.",긍정
MJ,2.5,뭐라고 하는지,중립
모에트카,3,"아니, 더 잘 할 수 있었잖아요...",긍정
주변인,2,설정을 설명하기 시작하며 무너지는 중반부,부정
히선,3.5,"재밌었고 새로운느낌이야 개그코드도 좀 있어서 히
피식피식 웃는 장면과 어이없을정도로 엥 ( ꒪⌓꒪) 헠 어이없어서 웃긴장면도 있었다 나름 시간때우기 용으로 봤지만 지루하지않게 재밌게 ㅈ봤다!",긍정
정민기,3,꽤 괜찮은 소재 좋은 배우진 하지만 흡수력이 없는 스토리 액션 만큼은 높은 점수를 주고싶다,긍정
HJ,2,"아이디어에서 영화화를 하려면 아이디어를 뒷받침하는 스토리가 탄탄해야되는데 그렇지 못함
액션씬은 볼 만했다",부정
카리소케,2.5,나도 영혼이 이탈되었다.,중립
김성호,3.5,"초반 흥미와 액션들은 몰입도가 있으나
소재에 대한 동기와 개연성은 후반부 급격하게 무너지는건 아닌가",긍정
노곤노곤,2.5,좋은 소재로 관객을 유체이탈 시키는 마법,중립
문재성,3,"참신한 소재를 액션과 잘 엮어볼 수 있었을텐데,
제작비의 한계때문인가...",긍정
Soogyeom Kim,2.5,"주인공은 죽지 않는다를
악으로 깡으로 구현",중립
지인,3.5,"윤계상의 나를 찾아줘

난 재밌게 봤는데 생각보다 평이 박하네.. 액션씬이 좋았고 특히 임지연님 눈빛연기...b",긍정
김혜준,3.5,"2021.11.15. 코엑스 메가박스 컴포트6관
내 첫 시사회!",긍정
